split,class,image_id,label,lesion_hue_deg,lesion_sat,lesion_val,lesion_frac_of_image,leaf_frac_of_image,lesion_frac_of_leaf,mask_frac_on_margin,mask_frac_on_paper,n_components,median_component_px,n_arms,n_arms_wrong,n_pair_confused,C1_pred,C2_pred,C4_pred,R0_pred,R1_pred,R2_pred,R3_pred,TLA_pred,p_colour_global_mean,p_colour_lesion_colour,p_colour_lesion_all
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00096.jpg,1,41.46,0.787,0.5201,0.16885,0.28667,0.58871,0.081,0.0005,14,17.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00099.jpg,1,41.56,0.7789,0.5348,0.13774,0.25821,0.53342,0.0654,0.0,19,19.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00100.jpg,1,41.39,0.7745,0.5311,0.14619,0.26236,0.55713,0.0633,0.0001,18,28.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00101.jpg,1,43.56,0.724,0.5345,0.08831,0.20847,0.41721,0.1519,0.0151,27,20.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00102.jpg,1,43.75,0.7243,0.5373,0.09511,0.21855,0.43097,0.1467,0.0096,27,16.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00103.jpg,1,43.44,0.698,0.5124,0.08482,0.17666,0.41764,0.1391,0.1302,23,32.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00104.jpg,1,43.65,0.726,0.5243,0.11189,0.25929,0.42813,0.1266,0.0078,29,16.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00105.jpg,1,43.4,0.7126,0.515,0.10848,0.25502,0.40341,0.1303,0.0516,35,13.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00108.jpg,1,46.17,0.6951,0.4995,0.02712,0.26574,0.10147,0.0977,0.0059,16,14.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00109.jpg,1,42.95,0.5973,0.4092,0.01266,0.17136,0.07327,0.1465,0.0079,55,7.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00112.jpg,1,46.92,0.7799,0.4746,0.01319,0.17803,0.07411,0.1495,0.0,17,17.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00113.jpg,1,46.64,0.7622,0.4578,0.02268,0.24631,0.09208,0.138,0.0,16,37.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00114.jpg,1,42.9,0.6329,0.449,0.02081,0.18481,0.11226,0.2098,0.0029,63,8.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00115.jpg,1,42.74,0.6358,0.4477,0.01993,0.17875,0.11105,0.201,0.004,62,9.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00117.jpg,1,46.44,0.5649,0.503,0.00957,0.14878,0.06376,0.3,0.0083,26,8.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00118.jpg,1,46.32,0.5788,0.4794,0.00977,0.18082,0.0539,0.3143,0.002,32,7.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00120.jpg,1,44.63,0.6503,0.5436,0.02728,0.15567,0.17527,0.1505,0.0,37,12.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00121.jpg,1,43.99,0.6837,0.5331,0.0503,0.24053,0.20905,0.13,0.0004,40,14.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00122.jpg,1,43.83,0.5969,0.4398,0.01549,0.17951,0.08504,0.2819,0.0142,39,13.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00124.jpg,1,40.76,0.463,0.452,0.00887,0.62765,0.01413,0.0809,0.0,36,10.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00125.jpg,1,41.48,0.4623,0.4722,0.01106,0.26194,0.04208,0.0703,0.0036,37,13.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00126.jpg,1,39.86,0.4625,0.4527,0.01216,0.19533,0.05918,0.0721,0.0492,41,14.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00128.jpg,1,38.28,0.5836,0.3966,0.01094,0.18702,0.0584,0.2477,0.0018,27,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00129.jpg,1,41.97,0.3378,0.3406,0.00114,0.99974,0.00114,0.3333,0.0,5,9.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00130.jpg,1,40.08,0.2419,0.3398,0.0008,0.99976,0.0008,0.275,0.0,3,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00133.jpg,1,33.13,0.3903,0.5512,0.03127,0.19623,0.11609,0.1593,0.2715,60,7.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00134.jpg,1,32.45,0.3941,0.5592,0.03655,0.20229,0.12522,0.1499,0.307,58,8.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00135.jpg,1,32.37,0.3848,0.5022,0.09548,0.21602,0.25224,0.096,0.4293,61,10.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00136.jpg,1,32.78,0.3805,0.51,0.10896,0.20613,0.25921,0.0858,0.5096,57,9.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00138.jpg,1,39.64,0.4856,0.261,0.01732,0.16661,0.10347,0.2566,0.0046,33,12.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00139.jpg,1,39.16,0.4678,0.2643,0.01632,0.18056,0.09018,0.2576,0.0024,33,18.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00140.jpg,1,36.97,0.5065,0.27,0.01299,0.1529,0.08433,0.2653,0.0077,26,7.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00141.jpg,1,42.54,0.4894,0.3998,0.03093,0.38124,0.08108,0.2893,0.0006,50,19.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00142.jpg,1,41.68,0.4785,0.3683,0.03659,0.278,0.13162,0.2375,0.0,63,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00145.jpg,1,41.98,0.3703,0.4214,0.01586,0.30407,0.05198,0.1834,0.0038,62,8.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00146.jpg,1,43.23,0.3199,0.4071,0.00777,0.3307,0.0235,0.159,0.0,18,7.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00147.jpg,1,40.81,0.4576,0.3998,0.00753,0.22527,0.033,0.2116,0.0132,18,7.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00148.jpg,1,39.51,0.3309,0.3968,0.01497,0.24526,0.06095,0.2237,0.0013,47,10.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00149.jpg,1,39.27,0.4722,0.3038,0.09558,0.40049,0.23812,0.0465,0.0023,106,20.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00152.jpg,1,38.46,0.4048,0.2426,0.01533,0.31597,0.048,0.1925,0.0104,29,13.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00153.jpg,1,36.33,0.4132,0.2546,0.0964,0.40216,0.23906,0.0773,0.0027,115,18.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00154.jpg,1,39.8,0.473,0.3871,0.03585,0.27061,0.13249,0.0984,0.0,38,14.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00155.jpg,1,44.05,0.3696,0.4052,0.03717,0.29767,0.12446,0.2166,0.0032,50,10.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00157.jpg,1,40.41,0.5892,0.3215,0.06653,0.23854,0.27697,0.145,0.0069,44,22.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00158.jpg,1,43.08,0.4721,0.4062,0.02924,0.35918,0.08112,0.1336,0.0034,79,10.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00160.jpg,1,39.6,0.397,0.3765,0.00612,0.30895,0.01942,0.5081,0.0195,11,9.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00161.jpg,1,40.68,0.3231,0.3834,0.00875,0.30869,0.02802,0.4966,0.0114,11,12.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00162.jpg,1,40.86,0.38,0.2815,0.00823,0.19388,0.04174,0.2906,0.0169,22,9.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00163.jpg,1,43.62,0.3287,0.3072,0.01186,0.15057,0.07876,0.0571,0.0,19,10.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00164.jpg,1,44.68,0.4849,0.2209,0.00454,0.09642,0.0463,0.3553,0.0175,17,10.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00165.jpg,1,42.97,0.4745,0.2323,0.00502,0.1243,0.03912,0.377,0.0317,18,9.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00166.jpg,1,39.28,0.4471,0.2198,0.05461,0.22088,0.24714,0.0766,0.0004,56,10.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00167.jpg,1,42.41,0.443,0.295,0.01162,0.20914,0.05556,0.2864,0.0,27,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00168.jpg,1,42.02,0.3869,0.2802,0.0396,0.18991,0.20852,0.0654,0.0,42,10.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00170.jpg,1,39.11,0.5552,0.3154,0.01772,0.13211,0.13049,0.2047,0.027,30,10.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00171.jpg,1,38.73,0.5686,0.3299,0.02268,0.16472,0.13382,0.2004,0.0281,38,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00172.jpg,1,40.54,0.5808,0.253,0.03101,0.15041,0.19875,0.2898,0.036,33,33.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00173.jpg,1,40.42,0.5868,0.2694,0.0392,0.18479,0.21171,0.2969,0.002,33,35.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00174.jpg,1,38.04,0.4758,0.2673,0.01724,0.15416,0.11157,0.3538,0.0023,28,17.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00176.jpg,1,38.04,0.4669,0.2425,0.04737,0.25803,0.18344,0.0976,0.0008,74,11.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00177.jpg,1,36.24,0.616,0.2749,0.01899,0.16107,0.11767,0.3861,0.0021,32,19.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00178.jpg,1,35.61,0.5956,0.2832,0.0283,0.22702,0.12466,0.3437,0.0,45,15.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00179.jpg,1,40.15,0.4107,0.3305,0.03765,0.20974,0.17921,0.1165,0.0016,69,9.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00180.jpg,1,38.46,0.4789,0.2661,0.01186,0.20213,0.05837,0.2739,0.005,21,9.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00184.jpg,1,42.52,0.4977,0.3243,0.02081,0.22658,0.09183,0.1331,0.0,62,8.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00185.jpg,1,41.4,0.4636,0.326,0.00841,0.18959,0.04394,0.372,0.0095,18,8.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00186.jpg,1,43.5,0.4633,0.3862,0.04267,0.38337,0.11094,0.0995,0.0033,84,9.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00187.jpg,1,43.53,0.4287,0.3639,0.03591,0.30455,0.10693,0.0794,0.0932,70,9.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00188.jpg,1,42.4,0.407,0.3244,0.01441,0.13985,0.1019,0.1037,0.0111,18,7.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00193.jpg,1,40.82,0.4871,0.4308,0.00907,0.20285,0.04461,0.1495,0.0022,30,13.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00194.jpg,1,43.26,0.5383,0.4098,0.01293,0.31969,0.04046,0.2681,0.0,24,14.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00196.jpg,1,45.57,0.4498,0.3617,0.05124,0.39563,0.12951,0.0424,0.0,100,10.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00197.jpg,1,41.18,0.6269,0.3671,0.01489,0.29893,0.04954,0.0817,0.0054,20,18.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00199.jpg,1,41.35,0.4254,0.4327,0.0409,0.23671,0.17252,0.0395,0.0015,43,16.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00200.jpg,1,44.97,0.6117,0.3493,0.02113,0.18395,0.11333,0.2066,0.0132,26,22.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00204.jpg,1,44.5,0.6303,0.2723,0.04462,0.2431,0.18355,0.0581,0.0,75,13.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00205.jpg,1,43.81,0.5864,0.5024,0.02089,0.34654,0.06027,0.1088,0.0,34,27.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00206.jpg,1,44.15,0.5764,0.4986,0.02057,0.34194,0.06015,0.1153,0.0,35,26.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00207.jpg,1,40.74,0.4726,0.3652,0.05578,0.34766,0.16017,0.0861,0.0018,94,14.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00208.jpg,1,41.86,0.4223,0.4319,0.03227,0.29032,0.11094,0.0964,0.0019,74,9.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00209.jpg,1,41.59,0.4215,0.4286,0.00767,0.33375,0.02293,0.2234,0.0026,27,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00210.jpg,1,43.07,0.5138,0.4839,0.02083,0.28402,0.07298,0.0813,0.0048,59,10.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00211.jpg,1,37.58,0.4343,0.5206,0.02083,0.21801,0.09516,0.2421,0.0038,40,18.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00212.jpg,1,36.69,0.4532,0.3662,0.01877,0.29424,0.06367,0.2633,0.0021,24,21.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00213.jpg,1,41.99,0.5087,0.4408,0.01901,0.27999,0.06776,0.1897,0.0021,44,17.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00214.jpg,1,43.7,0.6011,0.3614,0.00951,0.36097,0.02634,0.2788,0.0,12,20.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00216.jpg,1,40.01,0.601,0.4159,0.01439,0.32508,0.04408,0.2022,0.0042,22,19.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00218.jpg,1,43.17,0.5384,0.4001,0.03761,0.32288,0.11635,0.0964,0.0011,63,16.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00219.jpg,1,42.75,0.5538,0.3545,0.01202,0.30427,0.03923,0.2604,0.0066,31,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00220.jpg,1,44.34,0.5065,0.3572,0.00871,0.29606,0.02901,0.2654,0.0137,27,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00221.jpg,1,41.51,0.5537,0.3015,0.01561,0.3757,0.04132,0.189,0.0051,41,13.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00222.jpg,1,39.12,0.5295,0.4785,0.03284,0.40826,0.08021,0.1104,0.003,53,18.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00223.jpg,1,38.02,0.5625,0.455,0.04303,0.443,0.09677,0.132,0.0037,53,22.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00224.jpg,1,44.39,0.7628,0.4246,0.08004,0.29843,0.26666,0.2288,0.0057,59,12.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00225.jpg,1,44.06,0.6902,0.4309,0.08066,0.3742,0.21512,0.2486,0.002,79,12.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00226.jpg,1,44.06,0.5889,0.4428,0.05991,0.32189,0.18606,0.2255,0.0003,49,14.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00227.jpg,1,40.36,0.3726,0.4918,0.01535,0.26367,0.05813,0.1468,0.0013,35,14.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00229.jpg,1,43.62,0.4822,0.3876,0.00787,0.21385,0.03681,0.3291,0.0,21,12.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00230.jpg,1,44.56,0.4705,0.3956,0.00831,0.23097,0.03598,0.3981,0.0,23,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00231.jpg,1,42.27,0.5684,0.4489,0.00686,0.24384,0.02771,0.2384,0.0145,23,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00232.jpg,1,43.36,0.4395,0.4026,0.00329,0.30397,0.01056,0.2061,0.0242,15,6.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00233.jpg,1,42.95,0.5284,0.3857,0.00375,0.3185,0.01176,0.2553,0.0,17,7.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00234.jpg,1,41.39,0.6164,0.4112,0.01014,0.2376,0.04261,0.1631,0.002,33,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00236.jpg,1,44.95,0.5739,0.4162,0.00285,0.32191,0.00885,0.3986,0.0,11,7.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00237.jpg,1,38.96,0.5419,0.4602,0.06766,0.30833,0.21931,0.1464,0.0006,55,32.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00238.jpg,1,38.53,0.5765,0.3489,0.02858,0.34746,0.08197,0.1499,0.0035,25,21.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00239.jpg,1,38.74,0.5395,0.3851,0.04554,0.32161,0.14135,0.2473,0.0018,68,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00242.jpg,1,40.75,0.5322,0.4161,0.05246,0.17971,0.29178,0.0794,0.0004,31,33.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00245.jpg,1,44.73,0.4997,0.3212,0.00729,0.38594,0.01869,0.3415,0.0109,23,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00246.jpg,1,37.48,0.5647,0.3354,0.03599,0.15872,0.22602,0.1307,0.0033,47,9.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00247.jpg,1,40.94,0.4842,0.4065,0.00586,0.19316,0.02951,0.0578,0.0272,18,7.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00248.jpg,1,38.18,0.5982,0.42,0.01684,0.09991,0.16796,0.103,0.0036,32,22.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00249.jpg,1,39.25,0.5711,0.3691,0.00538,0.24123,0.02222,0.1741,0.0037,11,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00250.jpg,1,37.66,0.6326,0.4229,0.0163,0.10772,0.15134,0.1064,0.0,33,25.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00251.jpg,1,43.55,0.457,0.3238,0.00456,0.13221,0.03407,0.3275,0.0131,10,19.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00252.jpg,1,37.93,0.5489,0.3947,0.03314,0.20372,0.16259,0.0686,0.0006,49,20.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00254.jpg,1,42.64,0.5095,0.4238,0.00295,0.23294,0.01215,0.2703,0.0405,11,8.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00256.jpg,1,42.0,0.6363,0.3998,0.04548,0.43907,0.10335,0.1192,0.0022,44,27.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00257.jpg,1,36.97,0.4624,0.4451,0.02134,0.47262,0.04504,0.1008,0.0028,26,13.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00258.jpg,1,39.16,0.6181,0.3184,0.00883,0.45659,0.01934,0.1106,0.0,11,20.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00260.jpg,1,41.33,0.6594,0.4077,0.00939,0.23854,0.03927,0.1295,0.0021,18,19.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00262.jpg,1,40.83,0.5298,0.4377,0.01754,0.28811,0.06074,0.2216,0.0023,43,12.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00263.jpg,1,40.64,0.5038,0.4622,0.01455,0.26228,0.05479,0.1863,0.0123,36,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00264.jpg,1,41.56,0.5846,0.4209,0.00482,0.15202,0.03015,0.3264,0.0496,21,8.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00266.jpg,1,40.42,0.5769,0.4622,0.03091,0.24811,0.12443,0.1522,0.0013,26,28.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00267.jpg,1,38.09,0.6416,0.295,0.02059,0.31041,0.06594,0.1559,0.0058,24,13.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00268.jpg,1,41.41,0.5686,0.3464,0.01957,0.24332,0.08043,0.0611,0.0,14,43.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00269.jpg,1,40.03,0.6333,0.3462,0.02631,0.25548,0.1025,0.1098,0.0045,19,18.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00270.jpg,1,40.57,0.6439,0.3196,0.02298,0.22563,0.10176,0.0408,0.0009,14,25.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00271.jpg,1,41.43,0.6061,0.3561,0.02704,0.31166,0.08658,0.0523,0.0022,16,62.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00272.jpg,1,39.6,0.5656,0.4188,0.03181,0.39601,0.07997,0.1535,0.0044,58,22.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00274.jpg,1,41.88,0.379,0.4553,0.01929,0.19149,0.09607,0.1395,0.0465,19,34.0,,,,,,,,,,,,,,
